state,date,condition,percent_value,previous_week,previous_year,publish_date,id
Virginia,2019-07-21,Poor,0,12,19,2019-07-22,15311
15 States,2019-07-21,Poor,8,12,19,2019-07-22,15312
Alabama,2019-07-21,Fair,35,29,28,2019-07-22,15313
Arizona,2019-07-21,Fair,25,29,28,2019-07-22,15314
Arkansas,2019-07-21,Fair,13,29,28,2019-07-22,15315
California,2019-07-21,Fair,100,29,28,2019-07-22,15316
Georgia,2019-07-21,Fair,30,29,28,2019-07-22,15317
Kansas,2019-07-21,Fair,43,29,28,2019-07-22,15318
Louisiana,2019-07-21,Fair,29,29,28,2019-07-22,15319
Mississippi,2019-07-21,Fair,39,29,28,2019-07-22,15320
Missouri,2019-07-21,Fair,55,29,28,2019-07-22,15321
North Carolina,2019-07-21,Fair,28,29,28,2019-07-22,15322
Oklahoma,2019-07-21,Fair,26,29,28,2019-07-22,15323
South Carolina,2019-07-21,Fair,28,29,28,2019-07-22,15324
Tennessee,2019-07-21,Fair,20,29,28,2019-07-22,15325
Texas,2019-07-21,Fair,30,29,28,2019-07-22,15326
Virginia,2019-07-21,Fair,8,29,28,2019-07-22,15327
15 States,2019-07-21,Fair,30,29,28,2019-07-22,15328
Alabama,2019-07-21,Good,51,47,32,2019-07-22,15329
Arizona,2019-07-21,Good,58,47,32,2019-07-22,15330
Arkansas,2019-07-21,Good,49,47,32,2019-07-22,15331
California,2019-07-21,Good,0,47,32,2019-07-22,15332
Georgia,2019-07-21,Good,52,47,32,2019-07-22,15333
Kansas,2019-07-21,Good,29,47,32,2019-07-22,15334
Louisiana,2019-07-21,Good,57,47,32,2019-07-22,15335
Mississippi,2019-07-21,Good,40,47,32,2019-07-22,15336
Missouri,2019-07-21,Good,28,47,32,2019-07-22,15337
North Carolina,2019-07-21,Good,45,47,32,2019-07-22,15338
Oklahoma,2019-07-21,Good,70,47,32,2019-07-22,15339
South Carolina,2019-07-21,Good,64,47,32,2019-07-22,15340
Tennessee,2019-07-21,Good,59,47,32,2019-07-22,15341
Texas,2019-07-21,Good,48,47,32,2019-07-22,15342
Virginia,2019-07-21,Good,87,47,32,2019-07-22,15343
15 States,2019-07-21,Good,50,47,32,2019-07-22,15344
Alabama,2019-07-21,Excellent,7,9,7,2019-07-22,15345
Arizona,2019-07-21,Excellent,7,9,7,2019-07-22,15346
Arkansas,2019-07-21,Excellent,37,9,7,2019-07-22,15347
California,2019-07-21,Excellent,0,9,7,2019-07-22,15348
Georgia,2019-07-21,Excellent,8,9,7,2019-07-22,15349
Kansas,2019-07-21,Excellent,4,9,7,2019-07-22,15350
Louisiana,2019-07-21,Excellent,11,9,7,2019-07-22,15351
Mississippi,2019-07-21,Excellent,13,9,7,2019-07-22,15352
Missouri,2019-07-21,Excellent,0,9,7,2019-07-22,15353
North Carolina,2019-07-21,Excellent,6,9,7,2019-07-22,15354
Oklahoma,2019-07-21,Excellent,3,9,7,2019-07-22,15355
South Carolina,2019-07-21,Excellent,5,9,7,2019-07-22,15356
Tennessee,2019-07-21,Excellent,15,9,7,2019-07-22,15357
Texas,2019-07-21,Excellent,10,9,7,2019-07-22,15358
Virginia,2019-07-21,Excellent,5,9,7,2019-07-22,15359
15 States,2019-07-21,Excellent,10,9,7,2019-07-22,15360
Alabama,2019-07-14,Very poor,0,2,10,2019-07-15,15361
Arizona,2019-07-14,Very poor,0,2,10,2019-07-15,15362
Arkansas,2019-07-14,Very poor,0,2,10,2019-07-15,15363
California,2019-07-14,Very poor,0,2,10,2019-07-15,15364
Georgia,2019-07-14,Very poor,3,2,10,2019-07-15,15365
Kansas,2019-07-14,Very poor,5,2,10,2019-07-15,15366
Louisiana,2019-07-14,Very poor,0,2,10,2019-07-15,15367
Mississippi,2019-07-14,Very poor,1,2,10,2019-07-15,15368
Missouri,2019-07-14,Very poor,7,2,10,2019-07-15,15369
North Carolina,2019-07-14,Very poor,3,2,10,2019-07-15,15370
Oklahoma,2019-07-14,Very poor,0,2,10,2019-07-15,15371
South Carolina,2019-07-14,Very poor,0,2,10,2019-07-15,15372
Tennessee,2019-07-14,Very poor,4,2,10,2019-07-15,15373
Texas,2019-07-14,Very poor,3,2,10,2019-07-15,15374
Virginia,2019-07-14,Very poor,0,2,10,2019-07-15,15375
15 States,2019-07-14,Very poor,3,2,10,2019-07-15,15376
Alabama,2019-07-14,Poor,6,17,18,2019-07-15,15377
Arizona,2019-07-14,Poor,4,17,18,2019-07-15,15378
Arkansas,2019-07-14,Poor,2,17,18,2019-07-15,15379
California,2019-07-14,Poor,0,17,18,2019-07-15,15380
Georgia,2019-07-14,Poor,7,17,18,2019-07-15,15381
Kansas,2019-07-14,Poor,18,17,18,2019-07-15,15382
Louisiana,2019-07-14,Poor,2,17,18,2019-07-15,15383
Mississippi,2019-07-14,Poor,6,17,18,2019-07-15,15384
Missouri,2019-07-14,Poor,10,17,18,2019-07-15,15385
North Carolina,2019-07-14,Poor,11,17,18,2019-07-15,15386
Oklahoma,2019-07-14,Poor,1,17,18,2019-07-15,15387
South Carolina,2019-07-14,Poor,3,17,18,2019-07-15,15388
Tennessee,2019-07-14,Poor,11,17,18,2019-07-15,15389
Texas,2019-07-14,Poor,17,17,18,2019-07-15,15390
Virginia,2019-07-14,Poor,2,17,18,2019-07-15,15391
15 States,2019-07-14,Poor,12,17,18,2019-07-15,15392
Alabama,2019-07-14,Fair,38,27,31,2019-07-15,15393
Arizona,2019-07-14,Fair,19,27,31,2019-07-15,15394
Arkansas,2019-07-14,Fair,13,27,31,2019-07-15,15395
California,2019-07-14,Fair,100,27,31,2019-07-15,15396
Georgia,2019-07-14,Fair,31,27,31,2019-07-15,15397
Kansas,2019-07-14,Fair,44,27,31,2019-07-15,15398
Louisiana,2019-07-14,Fair,29,27,31,2019-07-15,15399
Mississippi,2019-07-14,Fair,37,27,31,2019-07-15,15400
Missouri,2019-07-14,Fair,55,27,31,2019-07-15,15401
North Carolina,2019-07-14,Fair,29,27,31,2019-07-15,15402
Oklahoma,2019-07-14,Fair,31,27,31,2019-07-15,15403
South Carolina,2019-07-14,Fair,25,27,31,2019-07-15,15404
Tennessee,2019-07-14,Fair,24,27,31,2019-07-15,15405
Texas,2019-07-14,Fair,27,27,31,2019-07-15,15406
Virginia,2019-07-14,Fair,8,27,31,2019-07-15,15407
15 States,2019-07-14,Fair,29,27,31,2019-07-15,15408
Alabama,2019-07-14,Good,52,47,34,2019-07-15,15409
Arizona,2019-07-14,Good,67,47,34,2019-07-15,15410
Arkansas,2019-07-14,Good,46,47,34,2019-07-15,15411
California,2019-07-14,Good,0,47,34,2019-07-15,15412
Georgia,2019-07-14,Good,51,47,34,2019-07-15,15413
Kansas,2019-07-14,Good,30,47,34,2019-07-15,15414
Louisiana,2019-07-14,Good,63,47,34,2019-07-15,15415
Mississippi,2019-07-14,Good,43,47,34,2019-07-15,15416
Missouri,2019-07-14,Good,28,47,34,2019-07-15,15417
North Carolina,2019-07-14,Good,54,47,34,2019-07-15,15418
Oklahoma,2019-07-14,Good,60,47,34,2019-07-15,15419
South Carolina,2019-07-14,Good,66,47,34,2019-07-15,15420
Tennessee,2019-07-14,Good,47,47,34,2019-07-15,15421
Texas,2019-07-14,Good,45,47,34,2019-07-15,15422
Virginia,2019-07-14,Good,90,47,34,2019-07-15,15423
15 States,2019-07-14,Good,47,47,34,2019-07-15,15424
Alabama,2019-07-14,Excellent,4,7,7,2019-07-15,15425
Arizona,2019-07-14,Excellent,10,7,7,2019-07-15,15426
Arkansas,2019-07-14,Excellent,39,7,7,2019-07-15,15427
California,2019-07-14,Excellent,0,7,7,2019-07-15,15428
Georgia,2019-07-14,Excellent,8,7,7,2019-07-15,15429
Kansas,2019-07-14,Excellent,3,7,7,2019-07-15,15430
Louisiana,2019-07-14,Excellent,6,7,7,2019-07-15,15431
Mississippi,2019-07-14,Excellent,13,7,7,2019-07-15,15432
Missouri,2019-07-14,Excellent,0,7,7,2019-07-15,15433
North Carolina,2019-07-14,Excellent,3,7,7,2019-07-15,15434
Oklahoma,2019-07-14,Excellent,8,7,7,2019-07-15,15435
South Carolina,2019-07-14,Excellent,6,7,7,2019-07-15,15436
Tennessee,2019-07-14,Excellent,14,7,7,2019-07-15,15437
Texas,2019-07-14,Excellent,8,7,7,2019-07-15,15438
Virginia,2019-07-14,Excellent,0,7,7,2019-07-15,15439
15 States,2019-07-14,Excellent,9,7,7,2019-07-15,15440
Alabama,2019-07-07,Very poor,0,5,8,2019-07-08,15441
Arizona,2019-07-07,Very poor,0,5,8,2019-07-08,15442
Arkansas,2019-07-07,Very poor,0,5,8,2019-07-08,15443
California,2019-07-07,Very poor,0,5,8,2019-07-08,15444
Georgia,2019-07-07,Very poor,4,5,8,2019-07-08,15445
Kansas,2019-07-07,Very poor,6,5,8,2019-07-08,15446
Louisiana,2019-07-07,Very poor,0,5,8,2019-07-08,15447
Mississippi,2019-07-07,Very poor,1,5,8,2019-07-08,15448
Missouri,2019-07-07,Very poor,7,5,8,2019-07-08,15449
North Carolina,2019-07-07,Very poor,4,5,8,2019-07-08,15450
Oklahoma,2019-07-07,Very poor,0,5,8,2019-07-08,15451
South Carolina,2019-07-07,Very poor,0,5,8,2019-07-08,15452
Tennessee,2019-07-07,Very poor,4,5,8,2019-07-08,15453
Texas,2019-07-07,Very poor,2,5,8,2019-07-08,15454
Virginia,2019-07-07,Very poor,0,5,8,2019-07-08,15455
15 States,2019-07-07,Very poor,2,5,8,2019-07-08,15456
Alabama,2019-07-07,Poor,8,13,19,2019-07-08,15457
Arizona,2019-07-07,Poor,9,13,19,2019-07-08,15458
Arkansas,2019-07-07,Poor,2,13,19,2019-07-08,15459
California,2019-07-07,Poor,0,13,19,2019-07-08,15460
Georgia,2019-07-07,Poor,9,13,19,2019-07-08,15461
Kansas,2019-07-07,Poor,17,13,19,2019-07-08,15462
Louisiana,2019-07-07,Poor,2,13,19,2019-07-08,15463
Mississippi,2019-07-07,Poor,9,13,19,2019-07-08,15464
Missouri,2019-07-07,Poor,9,13,19,2019-07-08,15465
North Carolina,2019-07-07,Poor,12,13,19,2019-07-08,15466
Oklahoma,2019-07-07,Poor,1,13,19,2019-07-08,15467
South Carolina,2019-07-07,Poor,6,13,19,2019-07-08,15468
Tennessee,2019-07-07,Poor,11,13,19,2019-07-08,15469
Texas,2019-07-07,Poor,25,13,19,2019-07-08,15470
Virginia,2019-07-07,Poor,4,13,19,2019-07-08,15471
15 States,2019-07-07,Poor,17,13,19,2019-07-08,15472
Alabama,2019-07-07,Fair,35,30,32,2019-07-08,15473
Arizona,2019-07-07,Fair,17,30,32,2019-07-08,15474
Arkansas,2019-07-07,Fair,13,30,32,2019-07-08,15475
California,2019-07-07,Fair,100,30,32,2019-07-08,15476
Georgia,2019-07-07,Fair,27,30,32,2019-07-08,15477
Kansas,2019-07-07,Fair,47,30,32,2019-07-08,15478
Louisiana,2019-07-07,Fair,34,30,32,2019-07-08,15479
Mississippi,2019-07-07,Fair,40,30,32,2019-07-08,15480
Missouri,2019-07-07,Fair,55,30,32,2019-07-08,15481
North Carolina,2019-07-07,Fair,29,30,32,2019-07-08,15482
Oklahoma,2019-07-07,Fair,28,30,32,2019-07-08,15483
South Carolina,2019-07-07,Fair,31,30,32,2019-07-08,15484
Tennessee,2019-07-07,Fair,24,30,32,2019-07-08,15485
Texas,2019-07-07,Fair,25,30,32,2019-07-08,15486
Virginia,2019-07-07,Fair,7,30,32,2019-07-08,15487
15 States,2019-07-07,Fair,27,30,32,2019-07-08,15488
Alabama,2019-07-07,Good,54,45,34,2019-07-08,15489
Arizona,2019-07-07,Good,67,45,34,2019-07-08,15490
Arkansas,2019-07-07,Good,46,45,34,2019-07-08,15491
California,2019-07-07,Good,0,45,34,2019-07-08,15492
Georgia,2019-07-07,Good,54,45,34,2019-07-08,15493
Kansas,2019-07-07,Good,27,45,34,2019-07-08,15494
Louisiana,2019-07-07,Good,58,45,34,2019-07-08,15495
Mississippi,2019-07-07,Good,44,45,34,2019-07-08,15496
Missouri,2019-07-07,Good,29,45,34,2019-07-08,15497
North Carolina,2019-07-07,Good,51,45,34,2019-07-08,15498
Oklahoma,2019-07-07,Good,68,45,34,2019-07-08,15499
South Carolina,2019-07-07,Good,57,45,34,2019-07-08,15500
Tennessee,2019-07-07,Good,46,45,34,2019-07-08,15501
Texas,2019-07-07,Good,42,45,34,2019-07-08,15502
Virginia,2019-07-07,Good,89,45,34,2019-07-08,15503
15 States,2019-07-07,Good,47,45,34,2019-07-08,15504
Alabama,2019-07-07,Excellent,3,7,7,2019-07-08,15505
Arizona,2019-07-07,Excellent,7,7,7,2019-07-08,15506
Arkansas,2019-07-07,Excellent,39,7,7,2019-07-08,15507
California,2019-07-07,Excellent,0,7,7,2019-07-08,15508
Georgia,2019-07-07,Excellent,6,7,7,2019-07-08,15509
Kansas,2019-07-07,Excellent,3,7,7,2019-07-08,15510
Louisiana,2019-07-07,Excellent,6,7,7,2019-07-08,15511
Mississippi,2019-07-07,Excellent,6,7,7,2019-07-08,15512
Missouri,2019-07-07,Excellent,0,7,7,2019-07-08,15513
North Carolina,2019-07-07,Excellent,4,7,7,2019-07-08,15514
Oklahoma,2019-07-07,Excellent,3,7,7,2019-07-08,15515
South Carolina,2019-07-07,Excellent,6,7,7,2019-07-08,15516
Tennessee,2019-07-07,Excellent,15,7,7,2019-07-08,15517
Texas,2019-07-07,Excellent,6,7,7,2019-07-08,15518
Virginia,2019-07-07,Excellent,0,7,7,2019-07-08,15519
15 States,2019-07-07,Excellent,7,7,7,2019-07-08,15520
Alabama,2019-06-30,Very poor,0,4,6,2019-07-01,15521
Arizona,2019-06-30,Very poor,0,4,6,2019-07-01,15522
Arkansas,2019-06-30,Very poor,0,4,6,2019-07-01,15523
California,2019-06-30,Very poor,0,4,6,2019-07-01,15524
Georgia,2019-06-30,Very poor,3,4,6,2019-07-01,15525
Kansas,2019-06-30,Very poor,5,4,6,2019-07-01,15526
Louisiana,2019-06-30,Very poor,0,4,6,2019-07-01,15527
Mississippi,2019-06-30,Very poor,1,4,6,2019-07-01,15528
Missouri,2019-06-30,Very poor,7,4,6,2019-07-01,15529
North Carolina,2019-06-30,Very poor,1,4,6,2019-07-01,15530
Oklahoma,2019-06-30,Very poor,0,4,6,2019-07-01,15531
South Carolina,2019-06-30,Very poor,0,4,6,2019-07-01,15532
Tennessee,2019-06-30,Very poor,5,4,6,2019-07-01,15533
Texas,2019-06-30,Very poor,7,4,6,2019-07-01,15534
Virginia,2019-06-30,Very poor,0,4,6,2019-07-01,15535
15 States,2019-06-30,Very poor,5,4,6,2019-07-01,15536
Alabama,2019-06-30,Poor,7,13,18,2019-07-01,15537
Arizona,2019-06-30,Poor,1,13,18,2019-07-01,15538
Arkansas,2019-06-30,Poor,2,13,18,2019-07-01,15539
California,2019-06-30,Poor,0,13,18,2019-07-01,15540
Georgia,2019-06-30,Poor,10,13,18,2019-07-01,15541
Kansas,2019-06-30,Poor,12,13,18,2019-07-01,15542
Louisiana,2019-06-30,Poor,2,13,18,2019-07-01,15543
Mississippi,2019-06-30,Poor,8,13,18,2019-07-01,15544
Missouri,2019-06-30,Poor,9,13,18,2019-07-01,15545
North Carolina,2019-06-30,Poor,5,13,18,2019-07-01,15546
Oklahoma,2019-06-30,Poor,0,13,18,2019-07-01,15547
South Carolina,2019-06-30,Poor,5,13,18,2019-07-01,15548
Tennessee,2019-06-30,Poor,9,13,18,2019-07-01,15549
Texas,2019-06-30,Poor,18,13,18,2019-07-01,15550
Virginia,2019-06-30,Poor,5,13,18,2019-07-01,15551
15 States,2019-06-30,Poor,13,13,18,2019-07-01,15552
Alabama,2019-06-30,Fair,35,33,33,2019-07-01,15553
Arizona,2019-06-30,Fair,8,33,33,2019-07-01,15554
Arkansas,2019-06-30,Fair,12,33,33,2019-07-01,15555
California,2019-06-30,Fair,100,33,33,2019-07-01,15556
Georgia,2019-06-30,Fair,29,33,33,2019-07-01,15557
Kansas,2019-06-30,Fair,43,33,33,2019-07-01,15558
Louisiana,2019-06-30,Fair,38,33,33,2019-07-01,15559
Mississippi,2019-06-30,Fair,39,33,33,2019-07-01,15560
Missouri,2019-06-30,Fair,52,33,33,2019-07-01,15561
North Carolina,2019-06-30,Fair,32,33,33,2019-07-01,15562
Oklahoma,2019-06-30,Fair,15,33,33,2019-07-01,15563
South Carolina,2019-06-30,Fair,31,33,33,2019-07-01,15564
Tennessee,2019-06-30,Fair,26,33,33,2019-07-01,15565
Texas,2019-06-30,Fair,31,33,33,2019-07-01,15566
Virginia,2019-06-30,Fair,14,33,33,2019-07-01,15567
15 States,2019-06-30,Fair,30,33,33,2019-07-01,15568
Alabama,2019-06-30,Good,54,45,36,2019-07-01,15569
Arizona,2019-06-30,Good,88,45,36,2019-07-01,15570
Arkansas,2019-06-30,Good,50,45,36,2019-07-01,15571
California,2019-06-30,Good,0,45,36,2019-07-01,15572
Georgia,2019-06-30,Good,52,45,36,2019-07-01,15573
Kansas,2019-06-30,Good,36,45,36,2019-07-01,15574
Louisiana,2019-06-30,Good,58,45,36,2019-07-01,15575
Mississippi,2019-06-30,Good,44,45,36,2019-07-01,15576
Missouri,2019-06-30,Good,32,45,36,2019-07-01,15577
North Carolina,2019-06-30,Good,59,45,36,2019-07-01,15578
Oklahoma,2019-06-30,Good,85,45,36,2019-07-01,15579
South Carolina,2019-06-30,Good,59,45,36,2019-07-01,15580
Tennessee,2019-06-30,Good,45,45,36,2019-07-01,15581
Texas,2019-06-30,Good,38,45,36,2019-07-01,15582
Virginia,2019-06-30,Good,81,45,36,2019-07-01,15583
15 States,2019-06-30,Good,45,45,36,2019-07-01,15584
Alabama,2019-06-30,Excellent,4,5,7,2019-07-01,15585
Arizona,2019-06-30,Excellent,3,5,7,2019-07-01,15586
Arkansas,2019-06-30,Excellent,36,5,7,2019-07-01,15587
California,2019-06-30,Excellent,0,5,7,2019-07-01,15588
Georgia,2019-06-30,Excellent,6,5,7,2019-07-01,15589
Kansas,2019-06-30,Excellent,4,5,7,2019-07-01,15590
Louisiana,2019-06-30,Excellent,2,5,7,2019-07-01,15591
Mississippi,2019-06-30,Excellent,8,5,7,2019-07-01,15592
Missouri,2019-06-30,Excellent,0,5,7,2019-07-01,15593
North Carolina,2019-06-30,Excellent,3,5,7,2019-07-01,15594
Oklahoma,2019-06-30,Excellent,0,5,7,2019-07-01,15595
South Carolina,2019-06-30,Excellent,5,5,7,2019-07-01,15596
Tennessee,2019-06-30,Excellent,15,5,7,2019-07-01,15597
Texas,2019-06-30,Excellent,6,5,7,2019-07-01,15598
Virginia,2019-06-30,Excellent,0,5,7,2019-07-01,15599
15 States,2019-06-30,Excellent,7,5,7,2019-07-01,15600
Alabama,2019-06-23,Very poor,0,4,1,2019-06-24,15601
Arizona,2019-06-23,Very poor,0,4,1,2019-06-24,15602
Arkansas,2019-06-23,Very poor,0,4,1,2019-06-24,15603
California,2019-06-23,Very poor,0,4,1,2019-06-24,15604
Georgia,2019-06-23,Very poor,2,4,1,2019-06-24,15605
Kansas,2019-06-23,Very poor,7,4,1,2019-06-24,15606
Louisiana,2019-06-23,Very poor,0,4,1,2019-06-24,15607
Mississippi,2019-06-23,Very poor,1,4,1,2019-06-24,15608
Missouri,2019-06-23,Very poor,7,4,1,2019-06-24,15609
North Carolina,2019-06-23,Very poor,2,4,1,2019-06-24,15610
Oklahoma,2019-06-23,Very poor,0,4,1,2019-06-24,15611
South Carolina,2019-06-23,Very poor,0,4,1,2019-06-24,15612
Tennessee,2019-06-23,Very poor,4,4,1,2019-06-24,15613
Texas,2019-06-23,Very poor,6,4,1,2019-06-24,15614
Virginia,2019-06-23,Very poor,0,4,1,2019-06-24,15615
15 States,2019-06-23,Very poor,4,4,1,2019-06-24,15616
Alabama,2019-06-23,Poor,5,11,18,2019-06-24,15617
Arizona,2019-06-23,Poor,1,11,18,2019-06-24,15618
Arkansas,2019-06-23,Poor,2,11,18,2019-06-24,15619
California,2019-06-23,Poor,0,11,18,2019-06-24,15620
Georgia,2019-06-23,Poor,8,11,18,2019-06-24,15621
Kansas,2019-06-23,Poor,19,11,18,2019-06-24,15622
Louisiana,2019-06-23,Poor,2,11,18,2019-06-24,15623
Mississippi,2019-06-23,Poor,7,11,18,2019-06-24,15624
Missouri,2019-06-23,Poor,8,11,18,2019-06-24,15625
North Carolina,2019-06-23,Poor,4,11,18,2019-06-24,15626
Oklahoma,2019-06-23,Poor,1,11,18,2019-06-24,15627
South Carolina,2019-06-23,Poor,6,11,18,2019-06-24,15628
Tennessee,2019-06-23,Poor,8,11,18,2019-06-24,15629
Texas,2019-06-23,Poor,19,11,18,2019-06-24,15630
Virginia,2019-06-23,Poor,1,11,18,2019-06-24,15631
15 States,2019-06-23,Poor,13,11,18,2019-06-24,15632
Alabama,2019-06-23,Fair,38,36,39,2019-06-24,15633
Arizona,2019-06-23,Fair,9,36,39,2019-06-24,15634
Arkansas,2019-06-23,Fair,11,36,39,2019-06-24,15635
California,2019-06-23,Fair,100,36,39,2019-06-24,15636
Georgia,2019-06-23,Fair,33,36,39,2019-06-24,15637
Kansas,2019-06-23,Fair,44,36,39,2019-06-24,15638
Louisiana,2019-06-23,Fair,38,36,39,2019-06-24,15639
Mississippi,2019-06-23,Fair,41,36,39,2019-06-24,15640
Missouri,2019-06-23,Fair,55,36,39,2019-06-24,15641
North Carolina,2019-06-23,Fair,35,36,39,2019-06-24,15642
Oklahoma,2019-06-23,Fair,20,36,39,2019-06-24,15643
South Carolina,2019-06-23,Fair,30,36,39,2019-06-24,15644
Tennessee,2019-06-23,Fair,25,36,39,2019-06-24,15645
Texas,2019-06-23,Fair,34,36,39,2019-06-24,15646
Virginia,2019-06-23,Fair,9,36,39,2019-06-24,15647
15 States,2019-06-23,Fair,33,36,39,2019-06-24,15648
Alabama,2019-06-23,Good,55,42,35,2019-06-24,15649
Arizona,2019-06-23,Good,87,42,35,2019-06-24,15650
Arkansas,2019-06-23,Good,50,42,35,2019-06-24,15651
California,2019-06-23,Good,0,42,35,2019-06-24,15652
Georgia,2019-06-23,Good,52,42,35,2019-06-24,15653
Kansas,2019-06-23,Good,27,42,35,2019-06-24,15654
Louisiana,2019-06-23,Good,56,42,35,2019-06-24,15655
Mississippi,2019-06-23,Good,42,42,35,2019-06-24,15656
Missouri,2019-06-23,Good,30,42,35,2019-06-24,15657
North Carolina,2019-06-23,Good,52,42,35,2019-06-24,15658
Oklahoma,2019-06-23,Good,77,42,35,2019-06-24,15659
South Carolina,2019-06-23,Good,61,42,35,2019-06-24,15660
Tennessee,2019-06-23,Good,48,42,35,2019-06-24,15661
Texas,2019-06-23,Good,38,42,35,2019-06-24,15662
Virginia,2019-06-23,Good,90,42,35,2019-06-24,15663
15 States,2019-06-23,Good,45,42,35,2019-06-24,15664
Alabama,2019-06-23,Excellent,2,7,7,2019-06-24,15665
Arizona,2019-06-23,Excellent,3,7,7,2019-06-24,15666
Arkansas,2019-06-23,Excellent,37,7,7,2019-06-24,15667
California,2019-06-23,Excellent,0,7,7,2019-06-24,15668
Georgia,2019-06-23,Excellent,5,7,7,2019-06-24,15669
Kansas,2019-06-23,Excellent,3,7,7,2019-06-24,15670
Louisiana,2019-06-23,Excellent,4,7,7,2019-06-24,15671
Mississippi,2019-06-23,Excellent,9,7,7,2019-06-24,15672
Missouri,2019-06-23,Excellent,0,7,7,2019-06-24,15673
North Carolina,2019-06-23,Excellent,7,7,7,2019-06-24,15674
Oklahoma,2019-06-23,Excellent,2,7,7,2019-06-24,15675
South Carolina,2019-06-23,Excellent,3,7,7,2019-06-24,15676
Tennessee,2019-06-23,Excellent,15,7,7,2019-06-24,15677
Texas,2019-06-23,Excellent,3,7,7,2019-06-24,15678
Virginia,2019-06-23,Excellent,0,7,7,2019-06-24,15679
15 States,2019-06-23,Excellent,5,7,7,2019-06-24,15680
Alabama,2019-06-16,Very poor,0,7,5,2019-06-17,15681
Arizona,2019-06-16,Very poor,0,7,5,2019-06-17,15682
Arkansas,2019-06-16,Very poor,0,7,5,2019-06-17,15683
California,2019-06-16,Very poor,0,7,5,2019-06-17,15684
Georgia,2019-06-16,Very poor,3,7,5,2019-06-17,15685
Kansas,2019-06-16,Very poor,2,7,5,2019-06-17,15686
Louisiana,2019-06-16,Very poor,0,7,5,2019-06-17,15687
Mississippi,2019-06-16,Very poor,1,7,5,2019-06-17,15688
Missouri,2019-06-16,Very poor,8,7,5,2019-06-17,15689
North Carolina,2019-06-16,Very poor,1,7,5,2019-06-17,15690
Oklahoma,2019-06-16,Very poor,0,7,5,2019-06-17,15691
South Carolina,2019-06-16,Very poor,0,7,5,2019-06-17,15692
Tennessee,2019-06-16,Very poor,4,7,5,2019-06-17,15693
Texas,2019-06-16,Very poor,6,7,5,2019-06-17,15694
Virginia,2019-06-16,Very poor,0,7,5,2019-06-17,15695
15 States,2019-06-16,Very poor,4,7,5,2019-06-17,15696
Alabama,2019-06-16,Poor,5,8,21,2019-06-17,15697
Arizona,2019-06-16,Poor,1,8,21,2019-06-17,15698
Arkansas,2019-06-16,Poor,2,8,21,2019-06-17,15699
California,2019-06-16,Poor,5,8,21,2019-06-17,15700
Georgia,2019-06-16,Poor,11,8,21,2019-06-17,15701
Kansas,2019-06-16,Poor,12,8,21,2019-06-17,15702
Louisiana,2019-06-16,Poor,2,8,21,2019-06-17,15703
Mississippi,2019-06-16,Poor,8,8,21,2019-06-17,15704
Missouri,2019-06-16,Poor,8,8,21,2019-06-17,15705
North Carolina,2019-06-16,Poor,2,8,21,2019-06-17,15706
Oklahoma,2019-06-16,Poor,2,8,21,2019-06-17,15707
South Carolina,2019-06-16,Poor,6,8,21,2019-06-17,15708
Tennessee,2019-06-16,Poor,9,8,21,2019-06-17,15709
Texas,2019-06-16,Poor,14,8,21,2019-06-17,15710
Virginia,2019-06-16,Poor,0,8,21,2019-06-17,15711
15 States,2019-06-16,Poor,11,8,21,2019-06-17,15712
Alabama,2019-06-16,Fair,39,41,36,2019-06-17,15713
Arizona,2019-06-16,Fair,8,41,36,2019-06-17,15714
Arkansas,2019-06-16,Fair,15,41,36,2019-06-17,15715
California,2019-06-16,Fair,90,41,36,2019-06-17,15716
Georgia,2019-06-16,Fair,32,41,36,2019-06-17,15717
Kansas,2019-06-16,Fair,52,41,36,2019-06-17,15718
Louisiana,2019-06-16,Fair,37,41,36,2019-06-17,15719
Mississippi,2019-06-16,Fair,39,41,36,2019-06-17,15720
Missouri,2019-06-16,Fair,56,41,36,2019-06-17,15721
North Carolina,2019-06-16,Fair,36,41,36,2019-06-17,15722
Oklahoma,2019-06-16,Fair,19,41,36,2019-06-17,15723
South Carolina,2019-06-16,Fair,36,41,36,2019-06-17,15724
Tennessee,2019-06-16,Fair,26,41,36,2019-06-17,15725
Texas,2019-06-16,Fair,39,41,36,2019-06-17,15726
Virginia,2019-06-16,Fair,15,41,36,2019-06-17,15727
15 States,2019-06-16,Fair,36,41,36,2019-06-17,15728
Alabama,2019-06-16,Good,55,37,33,2019-06-17,15729
Arizona,2019-06-16,Good,85,37,33,2019-06-17,15730
Arkansas,2019-06-16,Good,54,37,33,2019-06-17,15731
California,2019-06-16,Good,5,37,33,2019-06-17,15732
Georgia,2019-06-16,Good,50,37,33,2019-06-17,15733
Kansas,2019-06-16,Good,32,37,33,2019-06-17,15734
Louisiana,2019-06-16,Good,57,37,33,2019-06-17,15735
Mississippi,2019-06-16,Good,44,37,33,2019-06-17,15736
Missouri,2019-06-16,Good,27,37,33,2019-06-17,15737
North Carolina,2019-06-16,Good,45,37,33,2019-06-17,15738
Oklahoma,2019-06-16,Good,78,37,33,2019-06-17,15739
South Carolina,2019-06-16,Good,57,37,33,2019-06-17,15740
Tennessee,2019-06-16,Good,48,37,33,2019-06-17,15741
Texas,2019-06-16,Good,34,37,33,2019-06-17,15742
