id,country_id,date,inflation,interest_rate
1241,213,1920-07-01,19.5,
1242,213,1920-06-01,23.7,
1243,213,1920-05-01,21.9,
1244,213,1920-04-01,21.6,
1245,213,1920-03-01,20.1,
1246,213,1920-02-01,20.4,
1247,213,1920-01-01,17.0,
1248,213,1919-12-01,14.5,
1249,213,1919-11-01,13.5,
1250,213,1919-10-01,13.1,
1251,213,1919-09-01,13.4,
1252,213,1919-08-01,14.9,
1253,213,1919-07-01,15.2,
1254,213,1919-06-01,15.0,
1255,213,1919-05-01,16.6,
1256,213,1919-04-01,17.6,
1257,213,1919-03-01,17.1,
1258,213,1919-02-01,14.9,
1259,213,1919-01-01,17.9,
1260,213,1918-12-01,20.4,
1261,213,1918-11-01,20.7,
1262,213,1918-10-01,18.5,
1263,213,1918-09-01,18.0,
1264,213,1918-08-01,18.5,
1265,213,1918-07-01,18.0,
1266,213,1918-06-01,13.1,
1267,213,1918-05-01,13.3,
1268,213,1918-04-01,12.7,
1269,213,1918-03-01,16.7,
1270,213,1918-02-01,17.5,
1271,213,1918-01-01,19.7,
1272,213,1917-12-01,18.1,
1273,213,1917-11-01,17.4,
1274,213,1917-10-01,19.5,
1275,213,1917-09-01,19.8,
1276,213,1917-08-01,19.3,
1277,213,1917-07-01,18.5,
1278,213,1917-06-01,20.4,
1279,213,1917-05-01,19.6,
1280,213,1917-04-01,18.9,
1281,213,1917-03-01,14.3,
1282,213,1917-02-01,15.4,
1283,213,1917-01-01,12.5,
1284,213,1916-12-01,12.6,
1285,213,1916-11-01,11.7,
1286,213,1916-10-01,10.8,
1287,213,1916-09-01,9.9,
1288,213,1916-08-01,7.9,
1289,213,1916-07-01,6.9,
1290,213,1916-06-01,6.9,
1291,213,1916-05-01,5.9,
1292,213,1916-04-01,6.0,
1293,213,1916-03-01,6.1,
1294,213,1916-02-01,4.0,
1295,213,1916-01-01,3.0,
1296,213,1915-12-01,2.0,
1297,213,1915-11-01,1.0,
1298,213,1915-10-01,1.0,
1299,213,1915-09-01,-1.0,
1300,213,1915-08-01,-1.0,
1301,213,1915-07-01,1.0,
1302,213,1915-06-01,2.0,
1303,213,1915-05-01,2.0,
1304,213,1915-04-01,2.0,
1305,213,1915-03-01,0.0,
1306,213,1915-02-01,1.0,
1307,213,1915-01-01,1.0,
1308,213,1914-12-01,1.0,
1309,213,1914-11-01,1.0,
1310,213,1914-10-01,1.0,
1311,213,1914-09-01,2.0,
1312,213,1914-08-01,3.0,
1313,213,1914-07-01,1.0,
1314,213,1914-06-01,1.0,
1315,213,1914-05-01,2.1,
1316,213,1914-04-01,0.0,
1317,213,1914-03-01,1.0,
1318,213,1914-02-01,1.0,
1319,213,1914-01-01,2.0,
1320,213,2024-05-01,,5.5
1321,213,2024-04-01,3.4,
