open_time,close_time,open,high,low,close,volume,quote_asset_volume,number_of_trades,price,ticker
1717056000000,1717056899999,67584.57,67643.99,67202.44,67207.65,725.12681,48886856.25662550,33830,67584.57,BTCUSDT
1717056900000,1717057799999,67207.65,67385.91,67128.0,67376.01,562.85184,37843461.65971070,24326,67207.65,BTCUSDT
1717057800000,1717058699999,67376.01,67564.0,67376.0,67560.17,391.36428,26410009.97627150,14478,67376.01,BTCUSDT
1717058700000,1717059599999,67560.18,67769.11,67466.87,67688.96,252.91231,17101061.49040410,13333,67560.18,BTCUSDT
1717059600000,1717060499999,67688.96,67722.81,67590.0,67720.0,287.67207,19462214.35816810,9687,67688.96,BTCUSDT
1717060500000,1717061399999,67720.0,67759.99,67579.04,67579.05,126.34832,8551644.87597550,6927,67720.0,BTCUSDT
1717061400000,1717062299999,67579.04,67646.79,67459.96,67582.46,205.50943,13882754.08636050,8380,67579.04,BTCUSDT
1717062300000,1717063199999,67582.47,67753.71,67570.0,67745.94,262.91047,17796129.56709030,7864,67582.47,BTCUSDT
1717063200000,1717064099999,67745.94,67751.0,67605.0,67605.01,169.44466,11466828.65219070,7183,67745.94,BTCUSDT
1717064100000,1717064999999,67605.0,67694.0,67541.82,67683.69,144.94951,9802239.33246200,7021,67605.0,BTCUSDT
1717065000000,1717065899999,67683.68,67974.88,67683.68,67923.79,408.78818,27724412.46065730,13879,67683.68,BTCUSDT
1717065900000,1717066799999,67923.79,67991.0,67838.34,67942.08,238.99468,16231108.21530220,11852,67923.79,BTCUSDT
1717066800000,1717067699999,67942.08,68000.0,67902.07,67969.2,162.04294,11009740.99571240,11643,67942.08,BTCUSDT
1717067700000,1717068599999,67969.2,68100.0,67848.72,68092.47,283.09284,19236102.96805590,11076,67969.2,BTCUSDT
1717068600000,1717069499999,68092.46,68099.0,67925.0,67964.97,195.55279,13300852.00161120,9316,68092.46,BTCUSDT
1717069500000,1717070399999,67964.97,67969.6,67815.0,67817.01,168.29247,11424664.46901520,10159,67964.97,BTCUSDT
1717070400000,1717071299999,67817.01,67989.73,67755.0,67952.21,259.68971,17628018.82405720,11385,67817.01,BTCUSDT
1717071300000,1717072199999,67952.21,68061.17,67905.0,68022.59,286.84337,19502821.96153820,9715,67952.21,BTCUSDT
1717072200000,1717073099999,68022.59,68275.1,67868.65,68228.0,533.95785,36373560.61841130,25753,68022.59,BTCUSDT
1717073100000,1717073999999,68228.0,68305.55,68115.0,68133.34,550.67344,37559742.92693490,21670,68228.0,BTCUSDT
1717074000000,1717074899999,68133.34,68209.7,68050.0,68199.88,241.15227,16431911.23273240,12586,68133.34,BTCUSDT
1717074900000,1717075799999,68199.88,68366.11,68189.78,68200.01,321.65969,21967538.44328090,14184,68199.88,BTCUSDT
1717075800000,1717076699999,68200.0,68255.72,68063.99,68233.38,391.52308,26686823.39422450,14960,68200.0,BTCUSDT
1717076700000,1717077599999,68233.39,68678.76,68233.38,68623.99,894.82994,61327292.14858800,34201,68233.39,BTCUSDT
1717077600000,1717078499999,68623.99,68826.31,68480.0,68480.01,834.81638,57324721.55141720,28280,68623.99,BTCUSDT
1717078500000,1717079399999,68480.0,68784.0,68472.35,68671.02,439.7792,30198277.72565420,17031,68480.0,BTCUSDT
1717079400000,1717080299999,68671.02,68756.41,68456.87,68505.63,367.52028,25215755.46967770,14184,68671.02,BTCUSDT
1717080300000,1717081199999,68505.64,68577.32,68256.29,68359.6,390.99799,26745713.31138340,17270,68505.64,BTCUSDT
1717081200000,1717082099999,68359.6,68426.74,68144.0,68271.16,443.92282,30305172.17077060,20732,68359.6,BTCUSDT
1717082100000,1717082999999,68271.17,68460.84,68261.1,68424.0,194.16937,13272967.42713350,16312,68271.17,BTCUSDT
1717083000000,1717083899999,68424.01,68612.0,68367.65,68420.0,482.92019,33073023.10010170,17577,68424.01,BTCUSDT
1717083900000,1717084799999,68420.0,68604.04,68419.99,68530.76,428.3433,29358586.81288680,14358,68420.0,BTCUSDT
1717084800000,1717085699999,68530.77,68600.0,68409.81,68419.5,216.80192,14859979.21870610,10682,68530.77,BTCUSDT
1717085700000,1717086599999,68419.5,68499.99,68384.0,68427.18,194.686,13320704.71052890,9395,68419.5,BTCUSDT
1717086600000,1717087499999,68427.19,68483.97,68400.0,68455.38,173.28396,11860790.32013000,10398,68427.19,BTCUSDT
1717087500000,1717088399999,68455.38,68691.64,68448.99,68676.0,403.66752,27695888.21794430,21291,68455.38,BTCUSDT
1717088400000,1717089299999,68676.0,68864.05,68664.0,68864.04,387.90221,26666311.50626090,16875,68676.0,BTCUSDT
