open_time,close_time,open,high,low,close,volume,quote_asset_volume,number_of_trades,price,ticker
1713512700000,1713513599999,64438.37,64679.99,64419.12,64547.18,876.72034,56581250.50402800,26617,64438.37,BTCUSDT
1713513600000,1713514499999,64547.18,65099.0,64435.42,64657.52,1033.37551,66984564.75654130,37620,64547.18,BTCUSDT
1713514500000,1713515399999,64657.52,65046.15,64615.38,64644.08,1106.19245,71763313.52652170,33737,64657.52,BTCUSDT
1713515400000,1713516299999,64644.08,64669.68,64098.13,64441.83,1254.99049,80819889.27501390,46455,64644.08,BTCUSDT
1713516300000,1713517199999,64441.83,64681.8,64354.39,64639.02,502.43861,32412135.60056410,18547,64441.83,BTCUSDT
1713517200000,1713518099999,64639.02,64770.18,64490.0,64678.5,563.61252,36423397.24832350,23566,64639.02,BTCUSDT
1713518100000,1713518999999,64678.49,64799.0,64554.0,64608.78,396.12132,25625565.05571440,17200,64678.49,BTCUSDT
1713519000000,1713519899999,64608.78,64792.75,64540.0,64640.77,401.66985,25985860.66309170,15165,64608.78,BTCUSDT
1713519900000,1713520799999,64640.77,64943.87,64640.76,64775.93,431.00658,27945494.84874820,18511,64640.77,BTCUSDT
1713520800000,1713521699999,64775.94,65213.31,64672.01,64772.83,839.23193,54492495.55466770,31845,64775.94,BTCUSDT
1713521700000,1713522599999,64772.84,64923.08,64723.87,64750.01,464.47908,30102883.88207220,23594,64772.84,BTCUSDT
1713522600000,1713523499999,64750.0,64767.86,64420.0,64517.88,558.19244,36045524.68649160,24638,64750.0,BTCUSDT
1713523500000,1713524399999,64517.87,64794.11,64432.93,64777.7,302.82116,19582690.61174810,14263,64517.87,BTCUSDT
1713524400000,1713525299999,64777.7,65037.51,64762.23,64865.34,532.57111,34562680.47638290,27682,64777.7,BTCUSDT
1713525300000,1713526199999,64865.35,64960.73,64691.28,64715.46,548.47665,35561797.99544130,28047,64865.35,BTCUSDT
1713526200000,1713527099999,64715.45,65450.0,64715.45,65353.85,1134.67154,73930208.21713080,43316,64715.45,BTCUSDT
1713527100000,1713527999999,65353.84,65353.85,64805.8,64870.74,690.69913,44892724.11781470,28525,65353.84,BTCUSDT
1713528000000,1713528899999,64870.73,65146.54,64770.0,65055.28,802.30913,52125302.44856590,24393,64870.73,BTCUSDT
1713528900000,1713529799999,65055.27,65440.57,65042.81,65311.18,598.18487,39057377.66371420,23593,65055.27,BTCUSDT
1713529800000,1713530699999,65311.19,65384.61,65079.33,65223.11,409.6112,26715695.35216890,17793,65311.19,BTCUSDT
1713530700000,1713531599999,65223.12,65384.62,64825.86,64965.19,650.92996,42380688.25562220,26757,65223.12,BTCUSDT
1713531600000,1713532499999,64965.19,65069.07,64534.0,64711.77,900.74229,58331120.67700620,31817,64965.19,BTCUSDT
1713532500000,1713533399999,64711.78,64744.98,64436.51,64703.15,603.00454,38965445.87074660,24638,64711.78,BTCUSDT
1713533400000,1713534299999,64703.15,64944.75,64523.69,64887.55,1026.21575,66415232.01404890,32376,64703.15,BTCUSDT
1713534300000,1713535199999,64887.56,65046.15,64656.3,64903.71,902.59197,58553790.83853080,58136,64887.56,BTCUSDT
1713535200000,1713536099999,64903.71,64965.78,64535.84,64560.89,531.08634,34383194.53839640,22019,64903.71,BTCUSDT
1713536100000,1713536999999,64560.9,64670.0,63820.57,64013.31,1140.118,73288927.93214210,47280,64560.9,BTCUSDT
1713537000000,1713537899999,64013.31,64564.68,64013.3,64496.23,735.31305,47274844.69325440,37623,64013.31,BTCUSDT
1713537900000,1713538799999,64496.22,64745.5,64400.0,64452.12,555.34617,35866009.42328260,23914,64496.22,BTCUSDT
1713538800000,1713539699999,64452.12,64663.38,64335.62,64562.79,484.70945,31249178.93221330,24536,64452.12,BTCUSDT
1713539700000,1713540599999,64562.79,64613.05,64385.36,64574.35,490.80743,31649674.43456910,19567,64562.79,BTCUSDT
1713540600000,1713541499999,64574.34,64707.7,64333.33,64534.92,506.68703,32693967.26557810,22323,64574.34,BTCUSDT
1713541500000,1713542399999,64534.91,64670.0,64341.38,64437.17,358.03061,23097260.60632870,17365,64534.91,BTCUSDT
1713542400000,1713543299999,64437.18,64533.29,64070.0,64139.86,506.92534,32586669.02274380,24787,64437.18,BTCUSDT
1713543300000,1713544199999,64139.87,64276.62,63506.57,63799.36,1305.49039,83254349.38978630,52135,64139.87,BTCUSDT
1713544200000,1713545099999,63798.45,64170.0,63647.39,64026.76,589.63783,37662131.91184640,29228,63798.45,BTCUSDT
1713545100000,1713545999999,64026.75,64361.27,63860.0,64005.76,547.58269,35119484.73589790,23895,64026.75,BTCUSDT
1713546000000,1713546899999,64005.76,64256.0,63967.47,64217.51,462.431,29660703.03029100,20722,64005.76,BTCUSDT
1713546900000,1713547799999,64217.51,64346.98,63929.18,64014.21,365.88154,23479632.37511950,20427,64217.51,BTCUSDT
1713547800000,1713548699999,64014.21,64720.0,64009.09,64517.07,613.03451,39488584.71203110,32739,64014.21,BTCUSDT
1713548700000,1713549599999,64521.16,64808.54,64404.13,64627.8,443.87111,28680126.18574340,24154,64521.16,BTCUSDT
1713549600000,1713550499999,64627.8,64660.86,64300.51,64390.01,322.80057,20798567.32672960,18830,64627.8,BTCUSDT
1713550500000,1713551399999,64390.02,64476.01,64227.46,64264.4,267.87971,17241235.73316230,15915,64390.02,BTCUSDT
1713551400000,1713552299999,64264.4,64412.22,64093.04,64162.35,367.25396,23597401.35699750,19323,64264.4,BTCUSDT
1713552300000,1713553199999,64162.35,64338.47,64084.86,64202.63,367.3953,23593388.16102170,18609,64162.35,BTCUSDT
1713553200000,1713554099999,64202.63,64384.0,64085.44,64350.22,373.51814,23985847.16546260,18621,64202.63,BTCUSDT
1713554100000,1713554999999,64350.23,64379.92,64257.34,64359.45,212.08082,13642571.44486140,12549,64350.23,BTCUSDT
1713555000000,1713555899999,64359.44,64393.96,64101.0,64116.25,274.69202,17645269.43459440,14658,64359.44,BTCUSDT
1713555900000,1713556799999,64116.25,64365.17,64101.07,64325.25,317.90102,20420144.83498400,15164,64116.25,BTCUSDT
1713556800000,1713557699999,64325.26,64334.84,64008.88,64067.36,232.26189,14905448.86766210,16276,64325.26,BTCUSDT
1713557700000,1713558599999,64067.37,64169.24,64053.96,64144.87,183.10515,11740003.68479030,9516,64067.37,BTCUSDT
1713558600000,1713559499999,64144.88,64181.0,63780.75,63860.55,315.02829,20143266.93350370,19066,64144.88,BTCUSDT
1713559500000,1713560399999,63860.55,64044.12,63677.36,64044.11,524.69403,33501378.04107390,21850,63860.55,BTCUSDT
1713560400000,1713561299999,64044.12,64250.0,64044.11,64169.98,252.65445,16206687.69342440,14668,64044.12,BTCUSDT
1713561300000,1713562199999,64169.98,64380.46,64123.07,64320.97,186.14102,11963794.22741360,12519,64169.98,BTCUSDT
1713562200000,1713563099999,64320.96,64444.91,64255.02,64335.68,168.74344,10857739.90071680,11212,64320.96,BTCUSDT
1713563100000,1713563999999,64335.69,64398.32,64261.08,64398.32,122.75765,7897211.99504280,9954,64335.69,BTCUSDT
